CERCID,RESEARCHER,SITE,SEX,AGE,CHILDREN,FORMALED,MAT1,SEC1,MAT1C,MCONF,OMNI.BG,DIEPUN,MBG,BGPERFHO,OMNI.LG,LGDIEPUN,MLG,LGPERFHO
CERC239,Willard,Lovu,0,NA,2,NA,1,0,-2,0,1,1,4,1,NA,NA,NA,NA
CERC241,Willard,Lovu,1,78,6,0,1,0,-2,0,1,0.5,3,1,NA,NA,NA,NA
CERC244,Willard,Lovu,0,19,0,12,1,0,-2,0,1,0.5,3.67,1,NA,NA,NA,NA
CERC245,Willard,Lovu,1,33,0,12,1,0,-2,0,1,1,3.67,1,NA,NA,NA,NA
CERC246,Willard,Lovu,0,42,2,8,1,0,-2,0,1,1,1,1,NA,NA,NA,NA
CERC249,Willard,Lovu,0,50,2,10,1,0,-2,0,1,0.5,3.33,1,NA,NA,NA,NA
CERC254,Willard,Lovu,0,27,2,10,1,0,-2,0,0.5,0.5,2.67,1,NA,NA,NA,NA
CERC256,Willard,Lovu,0,42,3,11,1,0,-2,0,1,0.5,3.33,1,NA,NA,NA,NA
CERC258,Willard,Lovu,0,58,2,8,1,0,-2,0,1,1,3,1,NA,NA,NA,NA
CERC262,Willard,Lovu,0,68,2,7,1,0,-2,0,1,0.5,3.67,1,NA,NA,NA,NA
CERC263,Willard,Lovu,0,37,1,12,1,0,-2,0,1,0.5,3.33,1,NA,NA,NA,NA
CERC277,Xygalatas,Mauritius,1,59,4,6,1,0,-2,0,1,0.5,3,4,0,0,3,0
CERC289,Xygalatas,Mauritius,0,55,0,11,1,0,-2,0,1,0.5,3,NA,0,0,2.67,NA
CERC338,Xygalatas,Mauritius,1,38,1,9,1,0,-2,0,0,1,0,0,0,0,0,0
CERC346,Xygalatas,Mauritius,1,45,4,11,1,0,-2,0,1,0.5,2.67,4,0,0.5,3,4
CERC21,Atkinson,Coastal Tanna,0,21,0,15,0,1,-1,0,1,1,4,4,NA,NA,NA,NA
CERC115,Atkinson,Inland Tanna,0,37,9,0,0,1,-1,0,NA,NA,NA,NA,0,1,1.33,NA
CERC126,Atkinson,Inland Tanna,0,28,4,0,0,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA
CERC130,Atkinson,Inland Tanna,0,18,1,0,0,1,-1,0,1,0.5,3.33,4,1,0.5,3.33,4
CERC137,Atkinson,Inland Tanna,0,21,0,0,0,1,-1,0,1,0,1.67,NA,1,0.5,2.67,4
CERC148,Atkinson,Inland Tanna,0,26,0,0,0,1,-1,0,1,1,4,NA,1,0.5,4,4
CERC167,Atkinson,Inland Tanna,1,45,5,0,0,1,-1,0,1,0.5,2,4,1,0.5,1.33,4
CERC182,Atkinson,Inland Tanna,1,33,0,0,0,1,-1,0,1,0.5,4,4,1,1,4,4
CERC363,Cohen,Marajo,0,53,1,2,0,1,-1,0,1,1,4,4,1,1,3,4
CERC428,Cohen,Marajo,1,40,0,4,0,1,-1,0,1,1,2,4,1,0.5,2,3
CERC529,McNamara,Yasawa,1,28,2,8,0,1,-1,0,1,1,3,2,0,0,0,0
CERC536,McNamara,Yasawa,0,19,0,12,0,1,-1,0,1,0.5,4,1,0,0.5,0.33,0
CERC191,Willard,Lovu,1,24,0,19,0,1,-1,0,1,1,2,2,NA,NA,NA,NA
CERC203,Willard,Lovu,1,34,2,10,0,1,-1,0,0.5,0.5,0.67,5,NA,NA,NA,NA
CERC206,Willard,Lovu,0,48,2,9,0,1,-1,0,1,1,2,1,NA,NA,NA,NA
CERC306,Xygalatas,Mauritius,1,55,3,6,0,1,-1,0,1,0,1.33,4,0.5,0,3,0
CERC332,Xygalatas,Mauritius,0,21,1,10,0,1,-1,0,1,0.5,2.33,0,0,0,1.33,0
CERC347,Xygalatas,Mauritius,1,33,2,5,0,1,-1,0,1,0.5,3,4,1,0.5,2.33,4
CERC18,Atkinson,Coastal Tanna,0,19,0,7,1,0,-1,0,1,0.5,0,3,NA,NA,NA,NA
CERC165,Atkinson,Inland Tanna,1,36,5,0,1,0,-1,0,1,1,0.33,1,1,1,1.33,4
CERC166,Atkinson,Inland Tanna,1,60,10,0,1,0,-1,0,1,0.5,2,4,1,0.5,2.33,4
CERC171,Atkinson,Inland Tanna,1,41,8,0,1,0,-1,0,1,0.5,2,4,1,0.5,2,4
CERC181,Atkinson,Inland Tanna,1,33,1,0,1,0,-1,0,1,1,4,4,1,1,4,3
CERC368,Cohen,Marajo,0,25,0,11,1,0,-1,0,1,0.5,0,4,NA,NA,NA,NA
CERC370,Cohen,Marajo,0,40,2,11,1,0,-1,0,1,0.5,3.67,4,1,0,2,4
CERC385,Cohen,Marajo,0,25,2,11,1,0,-1,0,1,1,4,2,1,0.5,1,1
CERC386,Cohen,Marajo,1,21,0,10,1,0,-1,0,1,0.5,0,4,0,0,0,NA
CERC391,Cohen,Marajo,0,40,4,10,1,0,-1,0,1,0.5,0,4,1,0.5,0,4
CERC402,Cohen,Marajo,1,24,1,9,1,0,-1,0,1,1,2.33,3,1,1,2,3
CERC405,Cohen,Marajo,0,72,6,6,1,0,-1,0,1,1,2.67,4,1,1,2.67,4
CERC426,Cohen,Marajo,0,43,4,8,1,0,-1,0,1,1,3,1,0,0,0,4
CERC521,McNamara,Yasawa,1,NA,2,NA,1,0,-1,0,1,0.5,4,NA,0,0.5,0.33,NA
CERC523,McNamara,Yasawa,0,58,5,8,1,0,-1,0,1,0.5,4,1,0,0.5,0.33,0
CERC530,McNamara,Yasawa,1,24,2,8,1,0,-1,0,1,0.5,4,1,0,0.5,0.33,0
CERC535,McNamara,Yasawa,1,22,0,8,1,0,-1,0,1,1,2.67,4,0,0.5,0,0
CERC555,McNamara,Yasawa,1,27,0,11,1,0,-1,0,1,0.5,4,1,0,0.5,0.33,0
CERC589,McNamara,Yasawa,0,48,2,8,1,0,-1,0,1,0.5,4,1,0,0.5,0.33,0
CERC195,Willard,Lovu,1,20,NA,15,1,0,-1,0,1,1,4,1,NA,NA,NA,NA
CERC208,Willard,Lovu,0,60,1,7,1,0,-1,0,1,1,2,1,NA,NA,NA,NA
CERC209,Willard,Lovu,1,40,2,9,1,0,-1,0,1,1,4,2,NA,NA,NA,NA
CERC215,Willard,Lovu,0,50,2,10,1,0,-1,0,1,1,3.33,NA,NA,NA,NA,NA
CERC216,Willard,Lovu,0,34,2,12,1,0,-1,0,1,1,3.67,1,NA,NA,NA,NA
CERC217,Willard,Lovu,0,42,2,12,1,0,-1,0,1,1,3,1,NA,NA,NA,NA
CERC220,Willard,Lovu,1,68,0,7,1,0,-1,0,1,1,3,1,NA,NA,NA,NA
CERC227,Willard,Lovu,1,60,2,7,1,0,-1,0,1,1,3.67,1,NA,NA,NA,NA
CERC232,Willard,Lovu,0,48,2,11,1,0,-1,0,1,1,4,1,NA,NA,NA,NA
CERC236,Willard,Lovu,0,20,2,11,1,0,-1,0,1,0,3,1,NA,NA,NA,NA
CERC242,Willard,Lovu,1,49,2,6,1,0,-1,0,1,1,3.33,2,NA,NA,NA,NA
CERC248,Willard,Lovu,0,20,NA,12,1,0,-1,0,1,1,3,1,NA,NA,NA,NA
CERC250,Willard,Lovu,0,45,3,8,1,0,-1,0,1,1,3.33,1,NA,NA,NA,NA
CERC251,Willard,Lovu,0,60,3,6,1,0,-1,0,1,0.5,3.33,1,NA,NA,NA,NA
CERC253,Willard,Lovu,1,22,1,11,1,0,-1,0,1,1,3.33,1,NA,NA,NA,NA
CERC255,Willard,Lovu,1,55,1,12,1,0,-1,0,1,1,3.67,1,NA,NA,NA,NA
CERC259,Willard,Lovu,0,47,1,10,1,0,-1,0,1,1,3,1,NA,NA,NA,NA
CERC260,Willard,Lovu,0,48,1,10,1,0,-1,0,1,1,3.67,1,NA,NA,NA,NA
CERC261,Willard,Lovu,1,60,1,5,1,0,-1,0,1,1,2.67,1,NA,NA,NA,NA
CERC267,Xygalatas,Mauritius,1,23,0,6,1,0,-1,0,1,0,0,0,1,0.5,1,0
CERC274,Xygalatas,Mauritius,0,28,2,6,1,0,-1,0,1,1,2,4,1,1,1,4
CERC288,Xygalatas,Mauritius,0,26,1,10,1,0,-1,0,1,1,2,4,0.5,0,0,0
CERC301,Xygalatas,Mauritius,1,61,4,0,1,0,-1,0,1,1,2,2,1,0.5,0.67,0
CERC305,Xygalatas,Mauritius,1,37,1,12,1,0,-1,0,1,0.5,0.67,4,1,1,0.67,0
CERC323,Xygalatas,Mauritius,1,19,0,13,1,0,-1,0,1,1,3.67,3,1,0.5,0,0
CERC358,Xygalatas,Mauritius,0,47,2,11,1,0,-1,0,1,1,2.33,4,0,0.5,2.33,0
CERC24,Atkinson,Coastal Tanna,1,23,0,10,0,1,0,0,1,0,4,4,NA,NA,NA,NA
CERC25,Atkinson,Coastal Tanna,1,60,4,6,0,1,0,0,1,1,4,4,0,0.5,4,1
CERC31,Atkinson,Coastal Tanna,1,42,3,6,0,1,0,0,1,1,4,4,NA,0,NA,NA
CERC34,Atkinson,Coastal Tanna,1,31,3,11,0,1,0,0,1,1,3,4,1,1,3,3
CERC5,Atkinson,Coastal Tanna,0,20,0,14,0,1,0,0,1,1,1.33,3,0.5,0.5,0.33,NA
CERC131,Atkinson,Inland Tanna,0,45,8,0,0,1,0,0,NA,0,3,4,0.5,1,4,4
CERC132,Atkinson,Inland Tanna,0,20,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
CERC134,Atkinson,Inland Tanna,0,75,10,0,0,1,0,0,1,0.5,2,4,1,0.5,2,4
CERC142,Atkinson,Inland Tanna,0,21,1,9,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
CERC144,Atkinson,Inland Tanna,0,19,0,0,0,1,0,0,1,1,2,1,1,1,2,NA
CERC169,Atkinson,Inland Tanna,1,19,0,0,0,1,0,0,1,0.5,3,2,1,0.5,3.33,4
CERC184,Atkinson,Inland Tanna,1,28,4,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,1
CERC185,Atkinson,Inland Tanna,1,19,0,6,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
CERC366,Cohen,Marajo,0,36,1,6,0,1,0,0,1,0.5,NA,NA,NA,NA,NA,NA
CERC420,Cohen,Marajo,0,37,0,6,0,1,0,0,1,1,2,NA,NA,0,NA,NA
CERC518,McNamara,Yasawa,1,45,1,11,0,1,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC525,McNamara,Yasawa,0,53,4,6,0,1,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC543,McNamara,Yasawa,1,30,0,8,0,1,0,0,1,0.5,3.33,1,0,0.5,0.33,0
CERC557,McNamara,Yasawa,0,20,0,10,0,1,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC560,McNamara,Yasawa,1,68,5,8,0,1,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC572,McNamara,Yasawa,0,47,3,11,0,1,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC514,Purzycki,Tyva Republic,0,21,1,15,0,1,0,0,1,1,2.67,1,1,0,2.67,NA
CERC269,Xygalatas,Mauritius,0,50,3,5,0,1,0,0,1,1,2.67,3,1,0.5,2,3
CERC278,Xygalatas,Mauritius,0,20,0,10,0,1,0,0,0,0.5,2,0,0,0,0,0
CERC284,Xygalatas,Mauritius,1,55,6,2,0,1,0,0,1,0,0.67,4,0,0,0,0
CERC286,Xygalatas,Mauritius,1,52,0,4,0,1,0,0,1,0,1.67,NA,0.5,0,2.67,NA
CERC290,Xygalatas,Mauritius,0,23,0,6,0,1,0,0,1,0.5,2,4,0,0.5,0.67,0
CERC295,Xygalatas,Mauritius,1,35,0,6,0,1,0,0,1,1,2.33,1,0.5,0.5,2.33,1
CERC299,Xygalatas,Mauritius,1,52,4,6,0,1,0,0,1,0,2.33,4,1,1,2.67,0
CERC302,Xygalatas,Mauritius,1,56,3,6,0,1,0,0,1,0.5,3,4,0,0,2.67,0
CERC312,Xygalatas,Mauritius,1,36,2,7,0,1,0,0,1,0.5,3,4,1,1,2.67,0
CERC321,Xygalatas,Mauritius,1,19,0,11,0,1,0,0,1,1,2,3,0.5,0,0.67,0
CERC322,Xygalatas,Mauritius,1,20,0,13,0,1,0,0,1,1,2.67,0,1,0.5,0.33,0
CERC330,Xygalatas,Mauritius,1,34,1,7,0,1,0,0,1,1,3.67,4,1,1,1.67,NA
CERC345,Xygalatas,Mauritius,1,49,2,13,0,1,0,0,1,0.5,2,1,0,1,1.33,1
CERC12,Atkinson,Coastal Tanna,0,19,2,7,1,0,0,0,1,1,2,3,1,0.5,2,NA
CERC27,Atkinson,Coastal Tanna,1,25,1,10,1,0,0,0,1,0.5,3.67,4,0,0.5,2.67,1
CERC127,Atkinson,Inland Tanna,0,40,5,0,1,0,0,0,1,1,4,2,1,0.5,2.67,1
CERC146,Atkinson,Inland Tanna,0,26,0,6,1,0,0,0,0,0.5,4,NA,0.5,0.5,2.33,NA
CERC159,Atkinson,Inland Tanna,1,27,0,0,1,0,0,0,1,1,3,4,1,1,2,4
CERC365,Cohen,Marajo,1,34,2,10,1,0,0,0,1,1,2.67,4,1,1,4,3
CERC367,Cohen,Marajo,0,25,0,12,1,0,0,0,1,0.5,1.33,4,1,1,2,4
CERC369,Cohen,Marajo,0,45,4,5,1,0,0,0,1,1,2.5,4,NA,NA,NA,NA
CERC371,Cohen,Marajo,0,52,4,NA,1,0,0,0,1,0,2.67,3,0,0,3.67,NA
CERC372,Cohen,Marajo,1,18,1,8,1,0,0,0,1,1,1,2,1,1,1.33,1
CERC379,Cohen,Marajo,0,42,4,5,1,0,0,0,1,0,2,4,0,0,0,NA
CERC389,Cohen,Marajo,0,22,1,10,1,0,0,0,1,1,2,3,1,0.5,2,NA
CERC392,Cohen,Marajo,0,50,3,10,1,0,0,0,1,1,0,3,1,0.5,0,4
CERC395,Cohen,Marajo,0,43,2,4,1,0,0,0,1,0.5,4,4,NA,NA,NA,NA
CERC396,Cohen,Marajo,1,40,0,8,1,0,0,0,1,1,3.33,3,1,1,3.67,3
CERC399,Cohen,Marajo,0,38,8,1,1,0,0,0,1,1,4,4,0.5,0.5,4,NA
CERC404,Cohen,Marajo,1,58,14,1,1,0,0,0,1,1,2.67,4,1,1,2.67,4
CERC407,Cohen,Marajo,1,23,0,10,1,0,0,0,0,0.5,3,2,0.5,0.5,2.67,3
CERC421,Cohen,Marajo,0,20,1,10,1,0,0,0,1,0.5,2.33,3,1,1,2,3
CERC423,Cohen,Marajo,0,44,3,4,1,0,0,0,1,1,1.67,4,NA,NA,NA,NA
CERC424,Cohen,Marajo,0,56,3,7,1,0,0,0,1,0.5,2.67,4,0,0,1.67,NA
CERC431,Cohen,Marajo,0,38,6,1,1,0,0,0,0,0,2,NA,0,0.5,3,1
CERC528,McNamara,Yasawa,1,51,4,12,1,0,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC541,McNamara,Yasawa,1,22,0,7,1,0,0,0,1,0.5,1.33,1,0,0.5,0.33,0
CERC561,McNamara,Yasawa,1,21,0,8,1,0,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC567,McNamara,Yasawa,0,36,NA,11,1,0,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC576,McNamara,Yasawa,0,19,0,11,1,0,0,0,1,0.5,4,1,0,0.5,0.33,0
CERC590,McNamara,Yasawa,0,26,NA,13,1,0,0,0,1,0.5,4,NA,0,0.5,0.33,NA
CERC198,Willard,Lovu,0,23,2,10,1,0,0,0,1,1,2.33,2,NA,NA,NA,NA
CERC229,Willard,Lovu,0,50,2,11,1,0,0,0,1,1,3.33,1,NA,NA,NA,NA
CERC238,Willard,Lovu,0,22,1,8,1,0,0,0,1,1,3.67,1,NA,NA,NA,NA
CERC240,Willard,Lovu,0,30,2,11,1,0,0,0,1,1,3.67,1,NA,NA,NA,NA
CERC257,Willard,Lovu,0,74,6,7,1,0,0,0,1,1,2.33,1,NA,NA,NA,NA
CERC273,Xygalatas,Mauritius,0,59,4,6,1,0,0,0,1,1,2,4,1,0.5,2,0
CERC280,Xygalatas,Mauritius,1,32,1,11,1,0,0,0,NA,0,NA,0,1,0.5,3,0
CERC283,Xygalatas,Mauritius,0,61,3,10,1,0,0,0,0.5,0,1.33,0,1,0,2,1
CERC303,Xygalatas,Mauritius,0,45,3,5,1,0,0,0,1,1,2.67,4,0,0,0,0
CERC334,Xygalatas,Mauritius,1,18,0,10,1,0,0,0,1,1,1.67,4,0,1,0.33,0
CERC352,Xygalatas,Mauritius,0,55,4,8,1,0,0,0,1,0.5,1.67,3,0,0,0,0
CERC1,Atkinson,Coastal Tanna,0,40,4,0,0,1,1,1,1,0.5,0.67,4,1,0,1,NA
CERC11,Atkinson,Coastal Tanna,0,18,0,8,0,1,1,1,1,1,1.67,4,NA,NA,NA,NA
CERC13,Atkinson,Coastal Tanna,0,21,1,10,0,1,1,1,1,1,2.67,3,NA,NA,NA,NA
CERC15,Atkinson,Coastal Tanna,0,21,0,2,0,1,1,1,1,1,1.33,3,NA,NA,NA,NA
CERC16,Atkinson,Coastal Tanna,0,31,4,10,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC17,Atkinson,Coastal Tanna,0,62,5,8,0,1,1,1,1,1,1.67,4,NA,NA,NA,NA
CERC2,Atkinson,Coastal Tanna,0,26,2,13,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC20,Atkinson,Coastal Tanna,0,42,4,6,0,1,1,1,1,1,4,4,0,0.5,4,NA
CERC26,Atkinson,Coastal Tanna,1,41,3,12,0,1,1,1,1,0.5,2.67,4,NA,NA,NA,NA
CERC3,Atkinson,Coastal Tanna,0,75,6,0,0,1,1,1,1,1,2.33,4,NA,0,NA,NA
CERC39,Atkinson,Coastal Tanna,1,37,6,4,0,1,1,1,1,0.5,3.67,2,NA,NA,NA,NA
CERC42,Atkinson,Coastal Tanna,1,28,3,6,0,1,1,1,1,1,2.67,3,0.5,0.5,2,2
CERC43,Atkinson,Coastal Tanna,1,61,5,10,0,1,1,1,1,0.5,2.67,3,0.5,0.5,2.67,NA
CERC44,Atkinson,Coastal Tanna,1,20,0,14,0,1,1,1,1,0.5,4,3,0.5,0.5,2.67,NA
CERC7,Atkinson,Coastal Tanna,0,29,2,12,0,1,1,1,1,1,3,4,NA,NA,NA,NA
CERC8,Atkinson,Coastal Tanna,0,39,3,10,0,1,1,1,1,1,4,4,NA,NA,NA,NA
CERC118,Atkinson,Inland Tanna,0,35,6,0,0,1,1,1,1,1,0,4,1,0.5,0,4
CERC119,Atkinson,Inland Tanna,0,67,9,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC120,Atkinson,Inland Tanna,0,32,3,0,0,1,1,1,1,0.5,2,4,1,0.5,1.33,4
CERC121,Atkinson,Inland Tanna,0,19,0,0,0,1,1,1,1,0.5,2.33,4,1,0.5,3,3
CERC122,Atkinson,Inland Tanna,0,21,0,0,0,1,1,1,1,0,1.33,3,0,0,2,4
CERC123,Atkinson,Inland Tanna,0,26,2,0,0,1,1,1,1,1,2,NA,0,0.5,1.67,4
CERC125,Atkinson,Inland Tanna,0,23,0,0,0,1,1,1,1,0.5,2.67,2,1,0.5,2,4
CERC129,Atkinson,Inland Tanna,0,70,7,0,0,1,1,1,1,1,4,NA,1,0.5,3,3
CERC135,Atkinson,Inland Tanna,0,40,5,0,0,1,1,1,1,NA,4,NA,NA,1,4,0
CERC138,Atkinson,Inland Tanna,0,18,0,0,0,1,1,1,0,0.5,4,NA,0,0.5,4,NA
CERC139,Atkinson,Inland Tanna,0,24,1,0,0,1,1,1,1,0.5,3,4,1,0.5,0,4
CERC140,Atkinson,Inland Tanna,0,21,0,4,0,1,1,1,1,0.5,2.67,4,1,0.5,1.67,4
CERC141,Atkinson,Inland Tanna,0,28,0,0,0,1,1,1,1,0.5,2.67,4,1,0.5,2.67,1
CERC143,Atkinson,Inland Tanna,0,20,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC145,Atkinson,Inland Tanna,0,20,0,0,0,1,1,1,1,0,4,NA,0,0.5,4,NA
CERC147,Atkinson,Inland Tanna,0,51,7,0,0,1,1,1,1,1,0.67,NA,0,0.5,0,2
CERC150,Atkinson,Inland Tanna,0,23,1,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA
CERC151,Atkinson,Inland Tanna,1,64,7,0,0,1,1,1,1,0.5,0,4,0.5,0,0,1
CERC153,Atkinson,Inland Tanna,1,65,8,0,0,1,1,1,1,1,3.33,2,0.5,1,4,1
CERC154,Atkinson,Inland Tanna,1,50,9,0,0,1,1,1,1,0.5,1.33,4,1,0.5,1,4
CERC155,Atkinson,Inland Tanna,1,45,6,0,0,1,1,1,1,1,4,4,1,1,4,2
CERC158,Atkinson,Inland Tanna,1,25,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC160,Atkinson,Inland Tanna,1,40,5,0,0,1,1,1,1,1,4,4,1,1,4,4
CERC161,Atkinson,Inland Tanna,1,38,4,0,0,1,1,1,NA,NA,NA,NA,0,0,0,2
CERC163,Atkinson,Inland Tanna,1,33,3,0,0,1,1,1,0,0,0,4,0,0,0,NA
CERC168,Atkinson,Inland Tanna,1,27,1,0,0,1,1,1,1,1,4,4,1,1,4,NA
CERC170,Atkinson,Inland Tanna,1,19,0,0,0,1,1,1,1,0.5,3.33,4,1,0.5,3.33,4
CERC172,Atkinson,Inland Tanna,1,60,5,0,0,1,1,1,NA,NA,1,NA,0.5,0.5,2.67,1
CERC173,Atkinson,Inland Tanna,1,58,5,0,0,1,1,1,1,1,4,4,1,1,3.33,4
CERC174,Atkinson,Inland Tanna,1,25,0,0,0,1,1,1,1,1,3.33,4,1,1,4,4
CERC176,Atkinson,Inland Tanna,1,55,0,0,0,1,1,1,1,1,4,4,1,0.5,4,4
CERC179,Atkinson,Inland Tanna,1,20,0,0,0,1,1,1,1,1,4,4,1,1,4,4
CERC180,Atkinson,Inland Tanna,1,26,0,5,0,1,1,1,1,NA,NA,NA,0.5,0.5,3,1
CERC183,Atkinson,Inland Tanna,1,21,1,1,0,1,1,1,1,1,2.67,4,1,1,4,4
CERC187,Atkinson,Inland Tanna,1,47,8,0,0,1,1,1,1,1,2.67,4,1,1,4,1
CERC188,Atkinson,Inland Tanna,1,30,0,0,0,1,1,1,1,0.5,4,NA,1,1,2,NA
CERC377,Cohen,Marajo,1,19,0,NA,0,1,1,1,1,1,2.33,3,0,0,NA,NA
CERC400,Cohen,Marajo,0,28,2,7,0,1,1,1,1,0,2.67,2,1,0,2.67,3
CERC548,McNamara,Yasawa,0,42,7,8,0,1,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC553,McNamara,Yasawa,0,49,4,9,0,1,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC568,McNamara,Yasawa,1,NA,NA,NA,0,1,1,1,1,0.5,3.33,0,0,0.5,0.67,0
CERC575,McNamara,Yasawa,0,21,0,11,0,1,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC581,McNamara,Yasawa,0,43,0,11,0,1,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC436,Purzycki,Tyva Republic,1,20,0,13,0,1,1,1,0,0.5,2.67,2,0.5,0.5,1.33,1
CERC441,Purzycki,Tyva Republic,0,53,5,14,0,1,1,1,1,1,3.67,4,1,1,3,NA
CERC445,Purzycki,Tyva Republic,1,27,2,16,0,1,1,1,0,1,0,1,0,0,0,NA
CERC452,Purzycki,Tyva Republic,0,22,2,15,0,1,1,1,1,1,3,NA,1,1,2.67,NA
CERC457,Purzycki,Tyva Republic,1,27,1,13,0,1,1,1,1,1,3,2,1,1,3.33,3
CERC458,Purzycki,Tyva Republic,0,51,2,15,0,1,1,1,1,1,4,3,0,0.5,4,4
CERC459,Purzycki,Tyva Republic,0,22,1,15,0,1,1,1,1,1,4,3,1,0.5,3.67,2
CERC460,Purzycki,Tyva Republic,0,48,2,20,0,1,1,1,1,0.5,2.67,NA,1,1,1.33,1
CERC461,Purzycki,Tyva Republic,0,18,0,12,0,1,1,1,1,1,3.67,4,0.5,1,4,1
CERC467,Purzycki,Tyva Republic,0,24,2,16,0,1,1,1,0.5,0.5,3.67,4,0.5,0.5,3,1
CERC470,Purzycki,Tyva Republic,0,20,0,13,0,1,1,1,1,1,0.33,3,1,1,1.33,NA
CERC471,Purzycki,Tyva Republic,0,29,2,17,0,1,1,1,0,0.5,4,NA,0.5,1,3.67,NA
CERC473,Purzycki,Tyva Republic,0,26,1,16,0,1,1,1,1,1,1.67,1,0.5,0.5,1.33,1
CERC478,Purzycki,Tyva Republic,0,20,0,14,0,1,1,1,0.5,0.5,3.33,NA,1,0.5,3.33,NA
CERC486,Purzycki,Tyva Republic,1,23,0,14,0,1,1,1,1,0.5,2.33,NA,1,1,2.33,1
CERC491,Purzycki,Tyva Republic,1,21,0,13,0,1,1,1,1,0,2.33,3,1,0.5,2.33,3
CERC497,Purzycki,Tyva Republic,0,22,0,15,0,1,1,1,1,1,2.33,4,1,1,2.33,2
CERC498,Purzycki,Tyva Republic,1,24,0,17,0,1,1,1,1,0.5,0,4,1,0.5,1,1
CERC499,Purzycki,Tyva Republic,0,42,2,16,0,1,1,1,1,1,3.67,3,1,1,3.67,1
CERC500,Purzycki,Tyva Republic,0,18,0,11,0,1,1,1,1,1,2.67,3,0.5,1,1.33,1
CERC505,Purzycki,Tyva Republic,1,33,2,11,0,1,1,1,1,1,4,2,1,0.5,4,3
CERC508,Purzycki,Tyva Republic,0,33,1,19,0,1,1,1,1,0.5,0,2,1,0.5,0.33,1
CERC510,Purzycki,Tyva Republic,0,47,1,13,0,1,1,1,1,1,2.67,2,1,1,2.33,1
CERC513,Purzycki,Tyva Republic,0,54,3,12,0,1,1,1,1,1,3,NA,1,1,2.67,NA
CERC265,Xygalatas,Mauritius,1,24,1,6,0,1,1,1,1,1,2.33,4,1,1,2,0
CERC266,Xygalatas,Mauritius,0,60,6,4,0,1,1,1,1,1,1.33,3,1,0.5,1,1
CERC268,Xygalatas,Mauritius,1,25,0,6,0,1,1,1,1,0,3,4,0.5,0.5,3,0
CERC271,Xygalatas,Mauritius,1,18,0,11,0,1,1,1,0.5,0.5,2.33,3,0,0,0,0
CERC272,Xygalatas,Mauritius,1,24,0,6,0,1,1,1,1,0.5,0,NA,0.5,0.5,0,NA
CERC275,Xygalatas,Mauritius,1,42,2,6,0,1,1,1,1,1,2,4,0,0.5,0,0
CERC281,Xygalatas,Mauritius,0,22,0,10,0,1,1,1,0.5,0.5,2.33,0,0.5,0,0.67,0
CERC285,Xygalatas,Mauritius,1,45,2,4,0,1,1,1,0.5,0,2,0,0,0.5,0.67,0
CERC292,Xygalatas,Mauritius,1,22,0,11,0,1,1,1,1,1,2,4,1,1,0.67,0
CERC296,Xygalatas,Mauritius,1,74,3,6,0,1,1,1,1,0,0,4,1,1,0.33,1
CERC314,Xygalatas,Mauritius,0,47,3,11,0,1,1,1,1,1,2,1,1,0.5,1.33,1
CERC327,Xygalatas,Mauritius,1,59,2,10,0,1,1,1,1,1,2,4,1,1,1.33,4
CERC333,Xygalatas,Mauritius,1,52,5,13,0,1,1,1,0,0,0,4,0,0,0,1
CERC349,Xygalatas,Mauritius,1,36,0,6,0,1,1,1,1,0,1.33,4,0.5,0.5,0.67,0
CERC353,Xygalatas,Mauritius,1,32,0,13,0,1,1,1,1,1,2,3,1,0,1,0
CERC356,Xygalatas,Mauritius,1,42,0,9,0,1,1,1,1,1,2,4,0,0,0,0
CERC357,Xygalatas,Mauritius,1,33,2,11,0,1,1,1,1,0.5,1,2,1,0,0,0
UCRC592,Xygalatas,Mauritius,0,70,5,4,0,1,1,1,1,1,0,4,0.5,0.5,0.67,4
CERC10,Atkinson,Coastal Tanna,0,35,2,10,1,0,1,1,1,1,1.33,3,NA,NA,NA,NA
